"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
"Anguilla","312","Intensive Margin","within_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.45947861164641","5.02558469772339","4.8501672744751","3.30721116134261","5.65369033813477","5.63984966276744","3.7162224488784","3.19361874461174","2.94074501097202","3.27157746255398","2.71047234535217","3.58630254119635","3.99106772243977","2.88505637040362","3.37707515154034","2.91239489754662","2.42927867174149","2.83391820639372","3.18976193293929","2.77792068198323","2.55706768005621","2.69906791113317","3.13169366809234","2.87550822366029","3.41554999352149","3.74463233957067","3.19079142442206","3.52740738913417","2.78487964719534","3.05775904655457","3.281902551651","3.13184523584982","3.26072478294373","3.67132496833801",
"Anguilla","312","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2061219","5.4018793","5.2264619","4.4047813","6.029985","6.0176482","4.086134","3.4130626","3.152329","3.6177611","2.9554892","3.9657967","4.360878","3.2480013","3.7424304","3.2950194","2.7255371","3.1477318","3.5677853","3.1409092","2.9458156","3.0545239","3.5124221","3.2379467","3.7931964","4.12363","3.5781138","3.892729","3.1105838","3.4340537","3.6114905","3.5096822","3.6389139","4.0476198",
"Albania","914","Extensive Margin","between_theil","Value","2.85423254966736","1.52289678156376","0.305899181580116","0.584672064520419","0.361832892522216","0.355907645032857","0.289389058481902","0.0961406044079922","0.118562675996856","0.322361400067166","0.0915150130895199","0.147178250905199","0.0924089077470853","0.232290767608106","0.0366141241524929","0.0938745751045644","0.0500949840497924","0.335242789587937","3.91437770304E-05","-0.0142912738390351","-0.0166686695592944","-0.0199693254980957","-0.0081291873590053","0.0520142630994087","-0.0106029420840059","-0.0013910731868236","-0.0054748590391682","0.0325895128044067","-0.0060719168468495","0.235354063654086","-0.0020520020407275","-0.0046450809095404","0.0033955265917029","0.0140121699673728","0.0188230567782739","0.0187533268852391","0.0341375243233415","0.0589459667558003","0.0481882714957464","0.0859023966447694","0.0607092850896152","0.0527641532032703","0.0494996278443978","0.0132469635544794","0.0272135967648239","0.0218870784246974","-0.0009262262283301","0.0131478197792505","-0.0041075847151717","-0.0050815952719149","0.0545111431949792","0.166744560790789","0.0311626866459847",
"Albania","914","Intensive Margin","within_theil","Value","1.47601819038391","2.1906743645668","3.40315878577317","2.53944465145469","2.28581995144486","2.42004441004247","2.60262108594179","3.06794867664576","2.84228365117451","2.90563959488645","2.86141242459416","2.891513396753","3.10668607149273","3.20091763164965","3.33876566658728","3.07166959345341","2.95763791911304","2.94864079821855","2.69235585816205","3.32664921123069","3.45889478363097","2.95779437199235","3.06666219234479","2.99628241779283","3.22877241112292","2.83731830865145","2.99048388190567","2.84946807473898","2.58832902833819","2.65131113864481","2.67017592675984","2.88262258842588","3.04360971786082","3.04124592145672","3.0945440226933","3.11595338781626","3.33978008036502","3.37869606236927","3.14132815971971","3.22466721816454","3.19347239891067","2.9655846345122","3.11334095674101","2.95373794890474","2.90324446363957","2.81241333438083","1.98228827945422","1.96691457927227","2.92855717989733","2.94796263937337","2.92173367662144","2.90502558463777","2.91350078582764",
"Albania","914","Export Diversification Index","total_theil","Value","4.3302507","3.7135711","3.709058","3.1241167","2.6476529","2.7759521","2.8920102","3.1640892","2.9608464","3.2280009","2.9529274","3.0386918","3.199095","3.4332085","3.3753798","3.1655443","3.0077329","3.2838836","2.692395","3.3123579","3.4422262","2.937825","3.058533","3.0482967","3.2181695","2.8359272","2.985009","2.8820577","2.582257","2.8866651","2.668124","2.8779776","3.0470052","3.055258","3.1133671","3.1347067","3.3739176","3.4376421","3.1895165","3.3105695","3.2541816","3.0183487","3.1628406","2.966985","2.9304581","2.8343005","1.9813621","1.9800624","2.9244497","2.9428811","2.9762449","3.0717702","2.9446635",
"Andorra","171","Extensive Margin","between_theil","Value","3.60453844070435","0","0.124203599989414","0.124203599989414","0.0530704664997756","0.15336062759161","0.124203719198704","3.44939008355141","2.08678371086717","0.0250025729183108","0.0834188804255973","0.117599631843405","0.0394092435744824","0.101424146032514","0.110005476887181","0.112513002124615","0.117631552165221","0.105720073162956","0.134469330856518","0.0950369319234596","0.11267721772947","0.117811502823315","0.0631857811240479","0.119314518506712","0.109744792895071","0.0910642483213451","0.0864566317977733","0.101159236815875","0.129540993268165","0.078658383371021","0.0860002623726359","0.102640600187442","0.109600058928209","0.1052391349549","0.086151658291783","0.0960305931221228","0.0653437801229302","0.0830290760391108","0.0757466330614989","0.0989415493240813","0.0971080427334527","0.0921024299545934","0.0863099452799361","0.0829309936871141","0.092939512644989","0.0650159418214571","0.0118708104600955","0.0135373659385607","0.0277774082460382","0.0579899928849272","0.0123308981413857","0.0099468939006329","0.0764060013461858",
"Andorra","171","Intensive Margin","within_theil","Value","0.316906988620758","0","5.62040090560913","6.27251386642456","4.98614430427551","4.69327574968338","6.31354761123657","1.53624272919159","1.30559897422791","3.19457293301821","3.1267209649086","3.1347803962417","3.12544471770525","3.11573846265674","2.97219149947341","3.26431089453399","3.22603011775937","3.34581762738526","3.1991928673815","2.44654960045591","4.53284841021551","3.27721291268244","3.07196015445516","3.32008292642422","3.57146320259199","3.62105211429298","3.23135096440092","3.05374043434858","3.27192681259476","2.81777439767029","2.65652674151352","2.9497327208519","2.73942609952064","3.01363777788356","2.86579451267608","2.60278656729497","2.43203103542328","2.35506429616362","2.17106523085386","2.05028432328254","2.3096218239516","2.42015350378642","2.35764996893704","2.73791229911149","2.66070308513008","2.41672786069103","2.17591062420979","1.99754537656554","1.98488857829943","2.65883944649249","2.38735132750565","2.96170893311501","2.82509685307741",
"Andorra","171","Export Diversification Index","total_theil","Value","3.9214454","0","5.7446046","6.3967175","5.0392146","4.8466363","6.4377513","4.9856329","3.3923826","3.2195754","3.2101398","3.2523801","3.164854","3.2171626","3.082197","3.3768239","3.3436618","3.4515376","3.3336623","2.5415866","4.6455255","3.3950243","3.1351459","3.4393973","3.6812079","3.7121165","3.3178077","3.1548996","3.4014678","2.8964329","2.742527","3.0523734","2.8490262","3.1188769","2.9519463","2.6988173","2.4973748","2.4380934","2.2468119","2.149226","2.4067299","2.5122559","2.44396","2.8208432","2.7536426","2.4817438","2.1877813","2.0110826","2.012666","2.7168295","2.3996823","2.9716558","2.9015028",
"Netherlands Antilles","353","Extensive Margin","between_theil","Value","1.70155298709869","1.6929601509637","1.67406963018857","1.62622677248778","1.63519671267113","1.62678045050107","1.620934935695","1.61221523750438","1.57418511183246","1.60154924865663","1.56402784670639","1.59489588468341","1.60412661229555","1.59404250391162","1.60362259321115","1.61753170383935","1.61629625849582","1.6447423868291","1.64686503293193","1.65548137155801","1.65846082700351","1.63868141708843","1.64222790394824","1.5638166112844","1.53771118952331","1.50492853498326","1.36805383844035","1.43710062289108","1.56286740825502","1.51238038808504","1.52929896190358","1.2623164879605","1.06703950464269","1.08894794598245","1.10904924363569","1.27083222400961","1.20396075714234","1.27023800357017","1.10255838915333","1.24116885551996","1.18875926191686","0.710074091204035","0.841732697533054","0.836869241145905","0.637030881833198","0.652185246282556","0.579425381149402","0.873796179890633","0.84353107213974","0","0","0","0",
"Netherlands Antilles","353","Intensive Margin","within_theil","Value","3.12172150611877","3.01189628336579","3.09027522336692","3.11482533812538","3.00662386463955","3.04747269245854","3.04475383274257","3.0121890372402","3.1052594332823","2.99479731552856","2.93816656797389","3.00240085704718","3.25424747471698","3.2246604161337","3.06900797056733","3.23484069033293","3.17204212537035","2.96423369647755","3.06168833971469","3.16752638869184","3.13148760316108","3.27751455034195","3.42250737658696","2.90002839430235","3.01120223836915","2.87973952363245","2.70827608811669","2.57384251069743","2.68082910400699","2.77166359120747","2.75431590981316","2.7458892074792","2.94604098451237","2.67031688429415","2.7836745960085","2.41488772421144","2.26989133609459","2.39813114731805","2.21868070506025","2.42846747906879","2.21654806286097","2.29652742051985","2.28806314078974","2.50386144965887","2.29905083333142","2.0457221037359","2.21852950761968","3.19185107946396","2.01941925287247","0","0","0","0",
"Netherlands Antilles","353","Export Diversification Index","total_theil","Value","4.8232746","4.7048564","4.7643447","4.7410522","4.6418204","4.674253","4.665689","4.6244044","4.6794443","4.5963464","4.5021944","4.5972967","4.8583741","4.8187027","4.6726308","4.8523722","4.7883382","4.6089759","4.7085533","4.8230076","4.7899485","4.9161959","5.0647354","4.4638448","4.5489135","4.3846679","4.0763297","4.0109429","4.2436967","4.2840438","4.2836146","4.0082059","4.0130806","3.7592649","3.8927238","3.68572","3.4738522","3.6683691","3.321239","3.6696362","3.4053073","3.0066016","3.1297958","3.3407307","2.9360816","2.6979074","2.7979548","4.0656471","2.8629503","0","0","0","0",
"United Arab Emirates","466","Extensive Margin","between_theil","Value","6.43775081634521","-0.0301398234441876","0","0.0128825791180134","0","3.9924474209547","0.119571407642411","-0.0383431611377603","2.40276041755634","0.0300424314181669","0.0617798283236546","0.0802780035600534","0.091074958734783","0.0590532978875906","0.0373033399393528","0.0191555454961305","0.022461017457964","0.027565035548696","0.0320786912681839","0.0332210953173977","0.0208838046629439","0.0306826444784907","0.0241238069731011","0.0255664494929917","0.0307960412151123","0.0639845787449325","0.0256028113422206","0.0275038474861191","0.020961049114242","0.0242554473160355","0.0271235774701674","0.0356070444287658","0.0242592342474511","0.0308038978760852","0.0306933991114007","0.0193281462497295","0.0193501287221115","0.0225537767628189","0.0161049048422774","0.0128297006733451","0.0160779012329412","0.0177260995380543","0.0177103302602424","0.0128440692326093","0.0144866914643891","0.0160860152128491","0.0128521558043018","0.0128602458418761","0.0128557784303716","0.0128595220651881","0.0128615731730749","0.0128594009802863","0.0128548124631489",
"United Arab Emirates","466","Intensive Margin","within_theil","Value","3.93847834346E-08","6.04123353983327","0","6.42486953735352","0","0.943778976798058","3.29602274302712","3.41793066262888","3.11645258963856","5.4853327320883","6.15940526593146","6.05073407036211","6.2070026587443","6.12169460416522","6.11280972296797","6.06652631685255","6.13789423604663","6.06351997275766","5.77530724694894","5.69969643174566","5.52288870331135","5.44680511977305","5.29115250103844","5.29720832838211","5.02563374944602","4.93600422781521","4.77633284957783","4.80295648883066","4.99897493375675","4.95676574825113","4.79884367052005","4.49411974364164","4.46047892610489","4.20871445912454","4.32463466806689","4.15593739498716","3.67991034491941","3.58724120157167","4.00235939586902","3.74604821205313","3.53824850942837","3.74690469585033","3.6216111824286","3.6660652160639","4.36271429061833","3.83882614941329","4.14820528030406","4.03764867782662","3.47957634925769","3.68288064002991","3.79033517837494","3.82954502105713","3.84522414207459",
"Vietnam","582","Extensive Margin","between_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","0.905949655920267","0.0199285262715421","0.0059118849794686","0.0104843050328327","-0.000930274847633","0.0028600495516002","0.0032054094954219","-0.0064695595210651","0.0021329887276806","0.0136013416467904","0.0050969606090803","0.0098230977650928","-0.0509599093347788","0.0358269669413858","0.033741984545486","0.0465366610824276","0.0278927181869904","0.0442209365501185","0.0403629728461965","0.0536839353097776","0.0257456359940988","0.0199949671345907","0.0198460009031862","0.0166382143828554","0.0198202140466606","0.0215902779224777","0.0162147677978624","0.0116234259693998","0.0099189237326174","0.0149600143230408","0.0033097171505167","0.0082578041652681","0.0049614654003661","0.0049673359838449","0.0016540901268747","0.0116354832024175","0.0033034971990418","0.0049563131053452","0","0",
"Vietnam","582","Intensive Margin","within_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","2.45377105474472","3.69619916100055","3.85988897274365","3.66160840191878","3.68452966120094","3.71906105661765","3.54622101783752","3.50412039086223","3.50446714228019","3.49739009095356","3.43808552250266","3.79905417817645","3.61806073784828","3.7133496874012","3.46564638987184","3.47234624275006","3.29325854219496","3.30342028290033","3.22630881890655","3.12877207592828","3.11900855973363","3.04010290368206","3.02121863975481","3.00898654816319","3.04673985856061","3.11589556817489","3.03687027143314","2.9683295448167","2.99453559291214","2.94479432100525","2.96364411543118","2.82212882696331","2.70472826235414","2.65647970863529","2.54866147041321","2.42978614074696","2.42570774003843","2.60503555368268","2.75152015686035","2.64128422737122",
"Vietnam","582","Export Diversification Index","total_theil","Value","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3597207","3.7161276","3.8658009","3.6720927","3.6835995","3.7219212","3.5494263","3.4976509","3.5066001","3.5109913","3.4431825","3.8088772","3.5671008","3.7491767","3.4993885","3.518883","3.3211513","3.3476412","3.2666719","3.182456","3.1447542","3.0600979","3.0410647","3.0256248","3.06656","3.1374857","3.0530851","2.9799531","3.0044546","2.9597542","2.9669538","2.8303866","2.7096896","2.661447","2.5503156","2.4414215","2.4290113","2.6099918","2.7515202","2.6412842",
"Vanuatu","846","Extensive Margin","between_theil","Value","1.84732913970947","0.994122441858053","1.47450557514094","1.34776343697306","1.59112143582608","1.4489112039379","1.455200339938","1.45004673115909","1.61047412749031","1.39546980522573","1.38818627366106","1.6717892184588","1.69987193321482","1.53518425065249","1.27216755181144","1.57080359680964","1.23195730062434","1.33382770845128","1.48937571426291","0.532459617363026","1.42667524889112","1.42519355063054","1.72428554714404","1.49801252314285","1.39913599006832","1.54220022103118","1.49093861784786","1.20550150237978","0.99607885111017","1.20484498372986","1.08245146224908","0.0277201141387753","0.73449639393948","0.579238181988899","0.264916164268989","1.25998641382194","1.26410473358055","0.328682827691409","-0.0099230714937448","0.0040868926753319","0.084582033498009","0.418134303097958","0.532174846266571","0.64381252887415","0.837329076307469","0.887580421355054","0.0765425634427913","0.908699543715121","-0.0200602377480571","0.0603455363817541","0.28664233542429","0.837223380804062","0.117544144392014",
"Vanuatu","846","Intensive Margin","within_theil","Value","2.17614078521729","3.54934525489807","2.90496090427041","3.25055239561425","3.06285619754573","3.07181382785347","3.18091371655485","3.20955890417099","3.19895881398967","3.1904588341713","3.17863199113034","2.97626938438043","3.63252339512668","3.05092157260515","3.02342385891825","3.23102564305009","3.01179245812818","3.42890499308123","3.14807034601472","3.65388917923095","3.59248965978622","3.42128551003987","3.85769512503087","3.34729940121906","3.23410469293594","3.14755300892284","3.00337547063828","1.98275792598724","2.77838295696609","2.960986495018","2.84515565645477","4.03861398030465","2.78065888676792","2.99660179568673","3.26701056957271","3.18423780985177","3.32104448135942","3.73514161841012","4.07903014344629","4.26323968870565","3.5278319530189","3.51226020298782","3.75965485908091","3.83048991370015","3.90406913476181","3.93896445231803","4.72240804622038","3.923867136431","4.84194202133136","4.46240270137787","4.34009456372587","3.48907321691513","4.29432439804077",
"Vanuatu","846","Export Diversification Index","total_theil","Value","4.0234699","4.5434675","4.3794665","4.5983157","4.6539779","4.5207253","4.6361141","4.6596055","4.809433","4.5859284","4.5668182","4.6480584","5.3323956","4.5861058","4.2955914","4.8018293","4.2437496","4.7627325","4.6374459","4.1863489","5.019165","4.8464789","5.5819807","4.8453121","4.6332407","4.6897531","4.4943142","3.1882594","3.7744617","4.1658316","3.9276071","4.0663342","3.5151553","3.57584","3.5319266","4.4442244","4.5851493","4.0638247","4.0691071","4.2673264","3.6124139","3.9303944","4.2918296","4.4743023","4.7413983","4.8265448","4.7989507","4.8325667","4.8218818","4.5227485","4.6267371","4.3262968","4.4118686",
"Samoa","862","Extensive Margin","between_theil","Value","4.42284870147705","4.37657890793344","4.23604670923541","3.89080274844514","3.01651747897267","2.72120669260585","2.98415439268138","2.39953306460575","2.90765435872049","1.77154839470526","2.16767877526581","1.8585437526931","3.01181309999265","2.4283017055115","2.0391012244736","2.73937508459858","2.01679204449829","2.38820316408601","2.14831957520437","1.23576273024082","0.155534559627995","0.0276035597971713","-0.0375322856926896","-0.0116131533191037","-0.0215048127661248","-0.0219266405279086","-0.0270471536341574","-0.0316691740626993","-0.0345261246302471","-0.030922268802442","0.0379144529809992","0.0429931397720793","0.0348278861776237","0.0283851738849989","-0.0290471399202943","-0.0224330833147803","-0.0310370487826326","-0.0079631705903012","0.040655569966475","0.0541236783283239","0.0481514361772497","0.0361961978551335","0.0301431881107419","0.0529025271353021","0.0600652658963305","0.0451892308340689","0.0465306908221663","0.0453346107079824","0.0297106836733292","0.0383997261230675","-0.0088451754025626","0.0356976996709335","0.0071922755450942",
"Samoa","862","Intensive Margin","within_theil","Value","1.03291440010071","0.777070254087448","0.849593212362379","1.03808564973406","1.34984266757965","1.44693948735949","1.53109663189389","1.62613474173122","1.48847321400535","2.02177329650419","1.5061851143837","2.04669761691912","1.58177970920224","1.63961909003228","1.71248148335144","1.64270127005875","1.79917853568622","1.74069176055491","1.72306989459321","2.06058436632156","2.68827228620648","3.42475748364814","3.97323405742392","3.91155520116445","3.46797218822758","4.02155620302074","3.46869327337481","3.29331134445965","3.31885258946568","3.56554847583175","4.94044923446199","5.23977223756083","5.50821664975956","5.24386470159516","4.61977829039097","4.53406168856009","4.53838151385935","4.69603859074414","4.73014247184619","4.82485253480263","4.18212071317248","3.3110679902602","2.97704607946798","3.4568492276594","4.355988282201","4.68149973143591","4.29764138661267","3.20142313145334","3.31787363323383","3.41065084887305","3.1533549502492","3.14092182082823","2.79030469059944",
"Samoa","862","Export Diversification Index","total_theil","Value","5.4557629","5.1536493","5.08564","4.9288883","4.3663602","4.1681461","4.5152512","4.0256677","4.3961277","3.7933216","3.6738639","3.9052413","4.5935926","4.0679207","3.7515826","4.3820763","3.8159707","4.1288948","3.8713894","3.2963471","2.8438067","3.4523611","3.9357018","3.8999422","3.4464674","3.9996295","3.4416461","3.2616422","3.2843266","3.5346262","4.9783635","5.2827654","5.5430446","5.2722497","4.5907311","4.5116286","4.5073442","4.6880755","4.7707982","4.8789763","4.2302723","3.3472643","3.0071893","3.5097518","4.4160538","4.7266889","4.344172","3.2467577","3.3475842","3.4490507","3.1445098","3.1766195","2.797497",
"Yemen, Republic of","474","Extensive Margin","between_theil","Value","3.42546200752258","3.41112815144697","3.37286598909122","2.79540244593976","2.39170393720269","2.88603417554805","0.395091918039725","2.53629361407366","1.18657159805298","0.632161765103035","1.38910923686689","0.873675470546004","0.731154564258759","1.74092026505241","1.04088931309457","1.40729569684575","0.132255951512889","1.19808607926461","0.836046234464447","0.521637566003079","0.569288687417838","0.269140282645822","0.711584636989301","0.0477176793098124","0.0430956558101911","0.510626335046254","-0.0231262544005022","0.0068546438637238","0.0033430484797918","0.0144812353581472","0.0037985135859344","-0.0405259127328463","0.0215428629753802","0.051079930339256","0.0326556233690667","0.023107471991862","0.0046412838673859","0.0586710942180986","0.0411994855930971","0.0396971926475089","0.0355662698831072","0.0596101827799487","0.0430827708076826","0.0527603923490005","0.0508527081417007","0.0421493376004172","0.0396193747643107","0.0330399095820766","-0.0003469303132988","0.0074650081764958","0.0054809397961151","0.0159583946359809","0.0327776582998922",
"Yemen, Republic of","474","Intensive Margin","within_theil","Value","1.34482574462891","1.46972439810634","1.58708369731903","2.1868522465212","1.93938654661179","1.91676107054633","4.02020823396742","1.5193126052618","1.99915307015181","2.75943368673525","1.9318646544325","2.05840583145618","2.28261184319854","1.75327127519995","2.22733628870628","1.60495561361416","3.37957438873127","1.90084939170629","1.85248433239758","3.45245985183283","3.1754016635241","2.24125470221043","3.16404533956666","3.56218668285874","2.75963652678183","2.12489815056324","5.55862750461711","5.70448967719949","5.59796835214365","5.41922883782536","5.11797663103789","4.76757563650608","5.63159240786626","5.46992529206909","5.48411361651961","5.6264480426762","5.33404923370108","5.64733082171733","5.78973929770291","5.6053460938856","5.6526945407968","5.57035002195335","5.69970389637456","5.75295244692825","5.80714397248812","5.77265886983514","5.86138449806555","5.50459083960527","5.12355695325095","5.04648802429438","5.04830795526505","5.00526441633701","5.10633145645261",
